DV,A,B,C,S,I
539,2,1,1,5,66
583,2,2,2,5,67
505,1,1,2,5,111
699,2,2,2,5,59
492,2,1,2,5,21
470,2,2,1,5,65
431,1,1,1,5,1
406,2,2,2,5,97
729,2,2,2,5,9
528,2,1,2,5,44
620,1,1,1,5,53
506,2,1,1,5,94
554,2,2,2,5,17
516,2,1,2,5,11
533,2,1,2,5,93
498,1,2,2,5,7
593,2,2,2,5,20
711,2,2,1,5,115
528,1,1,2,5,112
640,2,1,2,5,113
872,1,2,2,5,69
768,2,1,2,5,83
541,1,1,1,5,29
650,2,1,2,5,37
572,1,1,2,5,12
541,2,1,1,5,4
740,2,2,1,5,45
540,1,2,1,5,28
497,1,1,1,5,40
469,1,2,2,5,38
541,2,1,2,5,89
599,2,2,1,5,14
515,1,2,2,5,75
404,2,2,1,5,101
483,1,2,2,5,102
684,2,2,1,5,23
457,1,2,2,5,2
660,1,1,2,5,5
615,2,2,1,5,86
534,2,2,2,5,55
712,1,2,2,5,64
759,2,2,1,5,26
606,2,1,1,5,87
689,1,2,1,5,88
473,1,1,1,5,79
588,2,1,2,5,10
528,1,1,1,5,42
719,2,1,1,5,34
700,2,2,2,5,85
642,1,2,1,5,80
740,2,1,2,5,57
792,2,2,1,5,90
973,1,2,2,5,100
567,1,2,1,5,36
642,1,1,2,5,39
599,2,2,1,5,54
684,2,2,2,5,25
656,1,2,1,5,16
519,1,1,1,5,118
608,2,1,1,5,60
621,2,1,1,5,24
677,2,1,1,5,107
646,2,2,2,5,43
587,2,1,2,5,48
538,2,1,2,5,99
561,2,1,1,5,92
844,2,2,2,5,73
517,1,2,1,5,84
663,1,1,1,5,96
802,1,2,1,5,77
1257,1,2,2,5,47
633,2,2,1,5,30
596,1,2,1,5,49
552,2,2,2,5,41
640,1,1,1,5,74
595,1,2,1,5,91
567,2,2,2,5,51
500,1,2,2,5,35
890,2,1,1,5,50
510,2,2,1,5,106
628,2,2,1,5,110
421,1,1,2,5,22
625,2,1,2,5,68
635,2,1,1,5,108
692,1,1,1,5,6
580,1,1,1,5,81
866,1,2,2,5,104
528,1,1,2,5,82
547,1,1,2,5,114
569,1,1,2,5,105
405,1,1,2,5,31
419,1,2,2,5,27
435,1,1,1,5,19
607,1,2,1,5,72
415,1,2,1,5,95
411,1,1,2,5,62
509,1,2,1,5,8
522,1,2,2,5,98
382,2,1,1,5,33
432,1,2,2,5,13
429,2,1,2,5,15
586,1,2,1,5,78
646,2,2,1,5,61
437,1,1,1,5,46
474,1,1,2,5,63
601,1,1,2,5,3
475,2,1,1,5,117
412,2,2,2,5,76
820,2,1,2,5,56
510,1,2,1,5,116
379,1,1,1,5,70
525,1,1,1,5,71
816,2,1,1,5,32
733,1,1,2,5,109
771,1,1,2,1,58
660,2,1,2,1,17
569,2,1,1,1,30
882,1,2,1,1,40
661,1,2,1,1,46
512,1,1,1,1,84
626,2,1,2,1,55
619,2,2,2,1,93
667,1,2,1,1,19
678,1,1,2,1,104
592,2,1,2,1,67
522,1,2,1,1,118
615,1,2,2,1,39
579,2,2,1,1,33
480,1,1,2,1,64
520,2,1,2,1,51
678,2,1,2,1,9
1380,2,1,1,1,26
855,2,1,2,1,85
595,1,2,2,1,18
1011,2,2,2,1,21
1083,2,2,1,1,66
580,2,2,2,1,10
586,2,1,2,1,59
582,2,2,1,1,108
494,1,1,1,1,78
1347,1,2,1,1,6
569,1,2,1,1,42
496,2,1,1,1,110
666,1,2,1,1,96
833,1,1,1,1,95
612,2,2,2,1,15
1250,1,1,2,1,27
586,1,2,1,1,79
655,2,2,2,1,57
810,2,2,2,1,99
595,1,1,2,1,69
666,1,1,2,1,98
884,2,2,2,1,83
629,2,1,1,1,90
481,2,1,1,1,86
665,1,2,2,1,22
565,1,2,2,1,111
1372,1,2,2,1,109
563,1,2,2,1,5
479,2,2,2,1,48
508,1,2,1,1,1
554,1,1,1,1,80
801,2,1,2,1,43
575,1,1,1,1,77
569,1,1,1,1,88
502,1,1,2,1,38
559,1,2,2,1,63
832,1,1,2,1,2
611,1,2,2,1,112
543,2,1,2,1,97
606,2,2,1,1,107
1652,1,1,2,1,47
515,2,2,1,1,4
949,1,2,2,1,82
593,2,1,2,1,25
907,2,2,1,1,50
649,2,2,1,1,60
710,2,1,1,1,45
923,1,1,1,1,8
548,2,2,2,1,44
736,1,1,2,1,35
647,1,1,1,1,91
538,2,1,1,1,65
1446,1,1,2,1,13
609,1,2,2,1,31
586,1,2,2,1,3
687,2,2,2,1,37
710,2,1,2,1,73
524,2,1,2,1,76
679,2,2,1,1,94
709,1,2,1,1,74
631,2,2,1,1,32
551,1,2,1,1,70
468,2,1,1,1,103
598,1,1,1,1,116
599,2,2,2,1,56
615,2,2,1,1,24
532,1,1,1,1,28
460,1,1,1,1,36
580,1,2,1,1,71
482,1,1,1,1,16
477,2,1,1,1,14
936,2,2,2,1,89
745,2,2,2,1,113
599,1,2,1,1,53
532,1,1,2,1,100
563,2,1,1,1,101
604,2,2,1,1,92
580,1,1,2,1,102
605,2,1,2,1,20
1225,1,1,2,1,7
723,1,2,1,1,81
724,2,1,1,1,106
1059,2,1,1,1,115
665,1,1,2,1,75
647,1,2,2,1,62
708,2,2,1,1,34
531,2,1,1,1,23
600,1,2,2,1,12
848,1,2,2,1,105
619,2,2,2,1,68
583,2,1,2,1,41
872,1,2,1,1,29
649,1,1,1,1,49
719,2,2,1,1,87
645,2,1,1,1,54
599,1,1,1,9,84
694,1,2,2,9,22
1207,1,2,2,9,31
639,2,2,2,9,44
745,1,1,2,9,75
1001,1,2,2,9,3
895,1,1,2,9,58
1115,2,2,1,9,34
548,1,1,2,9,27
615,2,2,2,9,93
750,1,1,1,9,80
1212,2,2,1,9,52
554,2,2,2,9,37
512,2,1,1,9,86
525,1,2,1,9,42
542,1,2,1,9,79
644,1,1,2,9,13
575,2,2,1,9,87
527,1,1,1,9,77
567,2,2,2,9,15
447,1,2,1,9,29
509,2,1,1,9,106
1508,2,1,1,9,61
712,1,1,2,9,7
607,2,2,1,9,66
606,2,2,1,9,107
459,2,2,2,9,21
798,1,1,1,9,72
1059,1,1,1,9,36
451,1,1,2,9,98
517,2,2,1,9,108
526,1,2,2,9,82
466,1,1,2,9,69
468,1,2,1,9,96
750,1,2,2,9,5
475,1,2,1,9,81
499,1,2,2,9,105
696,1,2,1,9,46
554,2,2,2,9,89
642,1,2,2,9,63
589,1,1,2,9,100
406,1,1,2,9,102
787,1,2,2,9,62
542,2,2,1,9,24
705,2,1,1,9,14
471,1,1,2,9,64
559,1,1,1,9,78
701,1,2,2,9,18
545,1,2,2,9,12
481,1,2,1,9,40
499,2,1,1,9,23
499,1,1,2,9,35
467,2,2,2,9,113
509,2,1,2,9,59
507,2,2,2,9,83
436,1,1,1,9,91
579,1,1,1,9,28
554,1,1,2,9,47
533,2,2,1,9,94
897,1,2,2,9,109
452,1,2,1,9,1
621,2,2,2,9,11
491,2,1,1,9,54
518,2,1,2,9,73
503,2,1,2,9,25
488,1,1,2,9,2
629,1,1,2,9,104
482,1,1,1,9,8
525,2,2,1,9,92
449,1,2,2,9,111
878,2,1,2,9,51
528,2,1,1,9,103
529,2,1,2,9,9
538,1,2,2,9,39
521,1,2,1,9,70
413,1,1,1,9,88
487,1,1,1,9,16
808,2,2,2,9,99
384,1,1,2,9,38
460,1,2,1,9,74
505,2,1,2,9,17
455,2,2,1,9,4
490,2,2,2,9,68
891,2,1,2,9,67
460,1,2,1,9,118
505,2,2,1,9,117
416,2,1,1,9,30
573,2,2,1,9,32
894,2,2,1,9,60
457,2,1,2,9,97
513,2,1,1,9,45
753,1,2,1,9,53
591,1,1,1,9,116
719,2,1,1,9,101
642,2,1,2,9,76
637,1,2,2,9,112
483,2,1,1,9,110
441,2,2,2,9,48
760,2,1,2,9,41
495,2,2,2,9,56
481,2,2,1,9,33
837,2,1,2,9,20
584,2,1,1,9,65
781,1,2,1,9,71
1206,1,1,1,9,49
502,1,1,1,9,95
627,1,2,1,9,19
1360,2,2,2,9,57
489,2,1,2,9,43
711,2,2,1,9,50
1438,1,2,2,9,114
518,2,2,2,9,10
705,1,1,1,18,16
604,2,2,2,18,10
670,1,2,1,18,42
642,1,2,2,18,114
1344,2,1,2,18,67
497,1,1,1,18,116
458,1,1,2,18,102
654,2,1,2,18,55
621,2,2,2,18,11
590,1,1,2,18,104
1141,1,1,2,18,35
549,1,1,1,18,78
541,1,1,1,18,91
628,2,1,1,18,110
1036,2,1,2,18,17
583,1,2,2,18,105
813,2,1,1,18,14
639,1,2,2,18,111
724,2,2,2,18,37
591,2,2,1,18,34
687,1,1,1,18,49
600,1,1,2,18,75
691,1,2,2,18,109
471,1,1,1,18,80
610,2,2,1,18,66
561,2,2,1,18,107
436,1,1,2,18,69
1016,2,2,2,18,89
485,1,2,2,18,12
837,2,1,2,18,73
739,2,2,2,18,68
586,2,2,2,18,48
580,1,2,2,18,22
526,2,2,2,18,44
1327,2,1,2,18,43
573,2,1,1,18,90
1901,1,1,1,18,72
515,2,1,1,18,65
529,1,1,1,18,36
467,1,1,1,18,95
439,1,1,2,18,64
686,1,2,2,18,62
521,2,2,1,18,32
533,1,2,2,18,3
699,1,2,2,18,31
1546,2,2,2,18,113
461,2,2,1,18,4
624,1,1,2,18,38
472,1,1,2,18,98
544,2,1,2,18,20
994,2,1,2,18,25
1375,1,2,1,18,71
622,1,2,1,18,70
632,2,1,2,18,97
767,1,2,1,18,46
663,2,2,1,18,50
649,2,2,2,18,83
549,1,1,2,18,13
557,2,2,2,18,15
646,2,2,1,18,60
721,1,1,1,18,28
564,1,2,1,18,79
562,1,2,1,18,96
643,1,2,1,18,74
592,2,1,1,18,106
534,2,1,1,18,23
566,2,2,1,18,24
954,2,1,2,18,9
600,2,2,2,18,99
564,2,1,1,18,101
513,1,1,1,18,77
541,1,1,2,18,7
549,1,2,1,18,118
580,1,2,2,18,63
537,2,2,2,18,56
632,1,2,2,18,112
597,2,2,1,18,92
485,2,2,1,18,87
638,1,2,2,18,39
451,1,1,2,18,100
514,1,1,2,18,2
667,1,2,1,18,81
594,1,2,1,18,40
635,2,2,2,18,21
588,2,1,2,18,76
640,1,2,2,18,82
560,2,1,1,18,30
623,2,1,1,18,45
783,2,2,1,18,117
624,1,2,1,18,53
814,1,1,1,18,84
546,2,1,1,18,86
757,2,2,2,18,93
815,2,2,2,18,57
654,1,2,2,18,5
541,1,2,1,18,1
594,1,1,2,18,58
786,1,2,1,18,19
623,2,2,1,18,108
540,2,1,1,18,103
650,2,2,1,18,94
489,2,1,2,18,59
591,1,1,2,18,27
527,2,1,2,18,41
482,1,2,1,18,29
590,2,1,2,18,51
443,1,1,1,18,8
456,2,2,1,20,107
611,2,2,2,20,89
534,1,2,1,20,1
512,1,2,1,20,29
382,1,1,2,20,2
637,2,1,1,20,61
529,2,1,1,20,65
748,2,1,1,20,90
525,1,1,2,20,104
497,1,2,1,20,118
549,2,2,1,20,108
384,2,1,1,20,106
499,2,2,1,20,33
504,2,1,2,20,9
477,2,2,2,20,21
549,2,2,1,20,117
537,1,1,2,20,38
470,1,2,2,20,111
484,1,2,1,20,40
541,1,1,2,20,47
456,1,1,2,20,98
623,2,2,1,20,87
602,2,2,1,20,32
571,2,2,1,20,50
533,1,1,2,20,58
479,1,1,1,20,8
558,1,1,1,20,95
569,2,1,1,20,115
464,2,1,2,20,51
483,2,1,1,20,45
574,2,2,2,20,99
642,1,2,2,20,109
512,2,1,1,20,30
1024,1,2,1,20,6
547,2,2,2,20,37
575,1,2,1,20,19
574,2,2,2,20,83
732,2,1,2,20,41
557,1,2,2,20,18
661,1,2,2,20,105
461,1,2,1,20,70
486,2,2,2,20,48
466,2,2,1,20,66
574,1,2,2,20,82
522,2,1,2,20,76
516,1,1,1,20,78
518,1,2,1,20,96
679,2,2,1,20,94
585,2,1,2,20,73
553,1,2,2,20,31
460,2,1,1,20,23
577,1,1,2,20,75
897,2,1,2,20,67
563,1,2,2,20,3
694,2,2,1,20,34
837,1,2,2,20,63
540,1,2,2,20,62
618,1,1,1,20,84
667,2,1,2,20,20
419,1,1,2,20,69
660,2,2,2,20,11
440,2,1,2,20,17
503,2,2,2,20,93
474,1,1,1,20,80
471,2,2,1,20,92
778,1,1,1,20,16
561,1,2,1,20,74
831,1,2,1,20,46
876,1,2,1,20,79
476,2,1,1,20,101
535,1,1,2,20,27
567,2,2,2,20,57
537,2,2,1,20,4
503,1,1,1,20,88
739,2,2,2,20,10
720,1,2,1,20,42
705,1,2,2,20,112
620,2,1,2,20,43
707,1,1,1,20,28
533,1,2,2,20,114
497,1,1,1,20,36
611,1,2,2,20,12
485,1,2,2,20,5
547,2,1,1,20,103
827,2,2,1,20,52
560,2,2,2,20,113
503,1,1,2,20,64
720,2,2,1,20,60
521,2,1,1,20,86
621,2,1,1,20,26
670,2,2,2,20,56
803,2,1,2,20,25
562,2,2,2,20,68
551,2,2,2,20,44
528,2,2,2,20,15
607,2,1,2,20,59
573,1,1,1,20,91
1213,1,2,1,20,71
720,2,1,1,20,54
586,2,1,1,20,110
482,1,1,1,20,77
541,1,2,1,20,81
613,1,1,2,20,7
853,2,1,1,20,14
516,1,1,2,20,100
632,1,2,1,20,53
666,1,2,2,20,39
588,2,2,1,20,24
487,1,1,2,20,13
594,2,1,2,20,55
508,1,2,2,20,22
455,2,1,2,30,51
519,1,2,2,30,112
511,1,2,1,30,53
532,2,2,2,30,48
511,2,1,1,30,86
465,2,1,1,30,54
549,2,2,2,30,99
500,1,2,2,30,62
476,2,1,1,30,30
519,1,2,1,30,46
455,1,2,2,30,111
524,2,1,1,30,101
595,2,2,1,30,107
722,1,1,2,30,102
538,1,1,2,30,98
933,2,1,2,30,20
473,2,2,2,30,89
845,2,2,1,30,24
774,2,2,1,30,52
518,2,2,1,30,117
515,1,2,2,30,105
716,1,1,1,30,116
668,2,1,1,30,65
397,1,1,2,30,38
570,1,2,2,30,82
681,1,2,1,30,71
392,1,2,1,30,81
470,1,2,2,30,114
699,1,2,1,30,6
726,2,2,1,30,50
532,1,2,2,30,18
378,1,1,1,30,77
457,2,1,2,30,73
624,1,1,1,30,28
492,1,2,1,30,79
435,1,2,2,30,12
420,2,2,2,30,93
460,1,1,1,30,16
396,1,2,1,30,74
450,1,2,1,30,118
504,2,2,2,30,56
620,1,1,2,30,58
412,1,1,2,30,35
353,1,1,2,30,7
754,1,1,2,30,47
707,1,1,1,30,8
648,1,2,2,30,22
485,1,1,2,30,27
661,1,2,2,30,63
437,1,2,1,30,1
1001,2,2,1,30,94
409,1,1,2,30,69
1373,2,1,1,30,106
616,2,2,2,30,68
565,2,1,1,30,45
821,2,2,2,30,11
510,2,2,1,30,108
551,1,2,2,30,5
501,2,1,1,30,110
1897,2,1,1,30,115
402,1,1,1,30,91
499,2,1,1,30,103
456,2,2,1,30,34
424,2,1,2,30,43
415,2,2,1,30,32
483,1,1,1,30,80
501,1,1,1,30,72
776,1,1,2,30,64
514,1,1,1,30,88
546,2,1,2,30,76
562,1,2,1,30,70
570,2,1,2,30,17
560,2,2,1,30,33
571,2,1,2,30,97
1005,2,1,2,30,59
473,2,2,2,30,21
745,2,2,2,30,15
691,2,2,1,30,92
521,1,1,1,30,49
478,2,1,2,30,41
570,1,1,1,30,78
634,1,1,2,30,75
512,1,2,1,30,29
521,1,2,1,30,96
395,1,1,1,30,36
492,2,1,2,30,9
477,1,1,2,30,13
486,2,2,1,30,66
413,2,2,1,30,87
461,2,2,2,30,37
820,1,1,2,30,104
661,2,1,2,30,25
757,2,1,2,30,67
447,1,1,1,30,95
777,2,1,1,30,90
640,1,2,2,30,39
425,2,2,2,30,113
468,1,2,1,30,40
442,1,2,2,30,3
679,1,2,2,30,109
778,2,2,1,30,60
507,1,1,2,30,2
501,1,1,2,30,100
478,1,2,2,30,31
1219,2,1,1,30,14
585,2,2,2,30,44
558,2,1,1,30,23
850,2,1,2,30,55
695,2,2,1,30,4
718,2,2,2,30,10
481,1,1,2,4,98
511,1,2,2,4,22
545,1,2,1,4,19
624,1,1,2,4,47
569,1,1,1,4,116
454,2,1,1,4,54
456,1,2,1,4,81
529,2,1,2,4,25
558,1,2,1,4,96
615,2,2,1,4,94
558,1,2,1,4,118
465,2,2,2,4,56
448,2,2,1,4,92
526,2,1,1,4,23
448,1,1,1,4,16
456,1,1,2,4,100
513,1,2,2,4,39
573,2,2,2,4,10
484,1,2,1,4,74
511,1,2,1,4,40
554,2,2,1,4,50
600,2,1,2,4,55
411,1,1,2,4,2
631,1,1,1,4,28
489,2,1,1,4,103
1064,2,1,2,4,97
649,2,1,2,4,17
791,1,2,1,4,29
891,2,1,1,4,110
635,1,1,1,4,77
846,1,1,2,4,7
663,1,2,1,4,70
575,2,2,1,4,108
1240,1,1,1,4,84
583,1,2,2,4,82
688,1,2,2,4,109
593,2,2,1,4,34
476,1,1,1,4,36
546,1,2,1,4,71
624,1,1,2,4,27
491,1,1,2,4,38
536,2,2,2,4,48
546,2,1,2,4,59
510,2,2,1,4,60
543,1,2,1,4,46
653,1,2,1,4,79
1199,2,2,1,4,24
615,2,1,1,4,86
804,1,1,2,4,102
642,2,1,1,4,14
612,1,1,2,4,64
514,1,1,1,4,8
932,1,2,1,4,53
569,1,2,2,4,18
606,1,2,2,4,12
679,2,1,1,4,61
654,2,1,2,4,76
457,2,2,1,4,33
530,2,2,1,4,32
548,2,1,1,4,65
471,1,2,2,4,111
870,1,2,2,4,114
428,2,1,1,4,30
908,1,1,1,4,88
672,1,2,2,4,5
688,1,1,2,4,13
516,1,1,2,4,69
651,2,2,1,4,117
579,2,2,2,4,21
798,2,2,2,4,15
722,2,2,1,4,107
530,2,1,1,4,101
517,2,1,2,4,41
543,2,2,2,4,113
665,2,2,2,4,57
733,1,2,1,4,1
604,2,2,2,4,89
663,2,2,2,4,93
1091,2,2,2,4,44
451,1,2,1,4,42
505,2,1,2,4,51
506,2,1,2,4,9
737,2,1,2,4,67
521,1,2,2,4,105
475,1,2,2,4,62
483,2,1,1,4,106
484,2,1,1,4,45
467,1,2,2,4,112
526,2,1,2,4,73
572,1,1,1,4,95
582,2,2,2,4,11
832,2,1,2,4,43
567,1,1,1,4,78
749,1,2,2,4,63
545,2,2,2,4,99
578,2,1,1,4,115
620,2,2,2,4,37
509,1,1,1,4,80
504,2,2,1,4,87
569,1,1,2,4,75
750,1,2,1,4,6
890,2,1,2,4,20
1152,2,2,2,4,83
840,1,2,2,4,3
917,2,1,1,4,90
537,2,2,2,4,68
580,1,1,1,4,91
631,2,2,1,4,4
1052,1,1,2,4,104
639,1,1,1,4,49
455,1,2,1,7,96
488,2,1,2,7,25
406,1,2,1,7,81
369,2,2,1,7,34
332,1,1,1,7,78
377,2,2,2,7,10
589,1,1,2,7,102
413,1,2,2,7,31
402,1,2,2,7,114
483,2,1,2,7,17
426,2,1,1,7,45
476,2,2,1,7,117
395,1,2,2,7,12
341,1,1,2,7,58
408,2,2,2,7,57
431,2,1,1,7,14
417,2,2,1,7,87
450,2,1,2,7,43
421,1,1,2,7,75
473,2,2,2,7,56
409,2,2,1,7,66
481,2,1,2,7,85
379,1,2,2,7,111
421,1,2,1,7,19
342,2,2,2,7,83
387,2,1,1,7,90
528,2,2,2,7,21
422,1,1,2,7,35
382,2,1,1,7,106
455,1,2,2,7,63
437,1,1,1,7,95
493,2,2,2,7,44
398,1,1,1,7,116
574,2,1,2,7,76
537,2,2,1,7,107
555,2,2,2,7,93
487,2,2,1,7,24
422,1,2,1,7,40
524,2,1,1,7,26
396,1,1,2,7,104
634,2,1,2,7,41
455,1,2,1,7,6
441,2,2,2,7,113
407,2,1,2,7,51
465,1,2,2,7,18
459,2,1,1,7,65
397,1,2,2,7,39
586,1,1,2,7,64
497,1,2,2,7,112
425,2,2,1,7,32
413,1,2,2,7,22
437,2,2,2,7,68
393,1,2,1,7,42
396,2,1,1,7,101
402,1,1,1,7,77
379,1,2,2,7,105
460,2,1,2,7,20
441,2,1,1,7,110
487,1,1,2,7,27
450,2,1,2,7,59
501,1,2,1,7,70
384,1,2,2,7,62
420,1,1,1,7,28
366,1,1,2,7,69
505,2,1,2,7,73
549,2,1,1,7,23
437,1,2,1,7,1
427,2,1,2,7,97
501,1,2,1,7,71
356,1,1,1,7,84
405,1,2,1,7,46
586,2,1,1,7,115
367,1,2,2,7,3
639,2,2,1,7,94
356,1,1,1,7,16
544,2,1,1,7,54
346,1,1,2,7,98
537,2,2,1,7,60
444,2,2,1,7,92
524,2,1,2,7,67
398,2,1,1,7,86
431,2,2,2,7,89
448,1,2,1,7,29
442,2,2,2,7,15
434,2,2,1,7,50
600,2,2,1,7,33
430,2,2,1,7,52
445,2,1,2,7,9
435,1,1,2,7,100
478,1,1,1,7,72
467,1,2,2,7,109
388,2,2,1,7,4
422,2,1,2,7,55
388,2,2,2,7,11
455,2,2,1,7,108
415,1,1,2,7,38
371,1,1,1,7,8
488,1,1,2,7,47
387,2,1,1,7,30
656,2,1,1,7,61
392,1,2,1,7,79
438,1,2,1,7,118
374,1,1,1,7,88
468,1,2,1,7,74
521,1,1,1,7,49
417,1,1,2,7,13
368,1,1,2,7,2
458,2,1,1,7,103
506,2,2,2,7,48
408,1,2,2,7,82
463,1,2,2,7,5
587,1,1,1,7,80
429,1,2,1,7,53
444,2,2,2,7,37
458,1,1,2,7,7
373,1,1,1,7,36
457,1,1,1,7,91
497,2,2,2,7,99
